,Media,Demographic,Genre,Theme
"Chibi Maruko-chan","Anime,Manga,Film,Live Action,TV drama,Games","Shōjo,Kodomo","Slice of Life","Elementary School,Family"
Chihayafuru,"Anime,Manga,Light novel,Film,Live Action,Guide Book",Josei,"Drama,Romance,Sports,Slice of Life","School Life,Love Triangle"
"Children of the Whales","Anime,Manga",,"Drama,Fantasy,Mystery,Science Fiction",
"Chio-chan no Tsuugakuro","Anime,Manga",Seinen,Comedy,School
"Chiruran: Shinsengumi Requiem","Anime,Manga,Audio Drama",Seinen,Action,Historical
"Chitose Get You!!","Anime,Manga,Audio Drama",,Comedy,
"Chivalry of a Failed Knight","Anime,Manga,Light novel",,"Action,Fantasy,Romance","Ecchi,School"
Chobits,"Anime,Manga,Games",,"Comedy,Psychological,Romance,Science Fiction",Ecchi
"Chocotto Sister","Anime,Manga,Audio Drama",,"Comedy,Drama,Romance,Slice of Life",Ecchi
"Chodenji Machine Voltes V",Anime,,Mecha,"Sentai,Aliens"
"Chodenji Robo Combattler V",Anime,,Mecha,Sentai
"Chou Kadou Girl ⅙: Amazing Stranger","Manga,Anime",Seinen,Comedy,"Hobby,Shorts,Otaku"
"Chousoku Henkei Gyrozetter","Anime,Manga,Games",Shōnen,"Action,Mecha","Cars,Robots,Card Games,Battle"
"Chousoku Spinner","Anime,Manga,Games",,Sports,
"Chouyaku Hyakunin Isshu: Uta Koi","Anime,Manga",Josei,Romance,Historical
"Chrome Shelled Regios","Anime,Manga,Light novel",,"Action,Adventure,Fantasy,Science Fiction",Post-Apocalyptic
"Chrono Crusade","Anime,Manga",,"Action,Drama,Romance,Supernatural",
"Chronos Ruler","Anime,Manga",Shōnen,"Action,Drama",
Chu-Bra!!,"Anime,Manga",,Comedy,"School,School Life,Female Protagonist,Underwear"
"Chuubyou Gekihatsu Boy","Anime,Manga,Novel",Shōjo,Comedy,"Vocaloid,Chuunibyou,School"
"Chuukan Kanriroku Tonegawa","Anime,Manga",Seinen,"Comedy,Drama,Psychological","Parody,Gambling"
"Chūnibyō demo Koi ga Shitai","Anime,Light novel,Original Video Animation,Film,Guide Book",,"Comedy,Drama,Romance","School Life,Chuunibyou"
"Cinderella Boy","Anime,Manga",,"Action,Comedy,Mystery",
"Circlet Princess","Anime,Manga,Games",Seinen,"Action,Science Fiction,Sports","School,Battle,Virtual Reality"
Citrus,"Anime,Manga",,"Comedy,Drama,Romance,Yuri",
"City Hunter","Anime,Manga,Original Video Animation,Film,Live Action,TV drama,Audio Drama",,"Action,Adventure,Comedy",Crime
"Clamp School Detectives","Anime,Manga",Shōjo,"Action,Comedy,Mystery","Detective,School Life"
Clannad,"Anime,Manga,Light novel,Visual novel,Original Video Animation,Film,Games",Shōnen,"Drama,Fantasy,Romance,Slice of Life","Harem,Tragedy"
ClassicaLoid,Anime,,Comedy,Music
"Classroom Crisis","Anime,Manga,Light novel",,"Comedy,Romance,Science Fiction",
"Classroom of the Elite","Anime,Manga,Light novel",,"Slice of Life",
Claymore,"Anime,Manga,Games",Shōnen,"Action,Fantasy,Supernatural","Dark Fantasy"
"Clean Freak! Aoyama-kun","Anime,Manga",Seinen,"Comedy,Sports",School
"Cleopatra DC","Anime,Manga,Original Video Animation",,Adventure,
"Clione no Akari","Anime,Novel",,,
"Clockwork Planet","Anime,Manga,Light novel",Shōnen,"Action,Fantasy,Science Fiction",Robots
"Cluster Edge","Anime,Manga,Original Video Animation,Games",,"Science Fiction","Military,School"
Cobra,"Anime,Manga,Original Video Animation,Film,Games",Shōnen,"Action,Adventure,Science Fiction",Space
"Code Geass","Anime,Manga,Light novel,Original Video Animation,Games,Guide Book",,"Action,Drama,Mecha,Psychological,Science Fiction,Supernatural","School,Robots,Superpower,Military,Alternate History,Politics"
Code:Breaker,"Anime,Manga",Shōnen,"Action,Comedy,Supernatural",
Code:Realize,"Anime,Visual novel,Games",,"Adventure,Fantasy,Romance",
"Combat Mecha Xabungle",Anime,,Mecha,Revolution
"Comet Lucifer",Anime,,"Fantasy,Mecha",
"Comic Girls","Anime,Manga",Seinen,"Comedy,Slice of Life",Yonkoma
"Comic Party","Anime,Manga,Games",,"Comedy,Drama,Romance","Harem,Otaku,Media Development"
Conception,"Anime,Games",,"Action,Adventure,Fantasy,Romance","Harem,Magic,Zodiac"
"Concrete Revolutio: Choujin Gensou","Anime,Manga",,Fantasy,"Superhero,Superpower"
"Cooking Idol Ai! Mai! Main!",Anime,Kodomo,Comedy,
"Cooking Master Boy","Anime,Manga,TV drama",Shōnen,"Action,Adventure,Comedy","Cooking,China"
"Cooking Papa","Anime,Manga,TV drama",Seinen,"Slice of Life",Cooking
"Cop Craft: Dragnet Mirage Reloaded","Anime,Light novel",,"Action,Fantasy,Mystery,Science Fiction","Magic,Police"
Coppelion,"Anime,Manga",Seinen,"Action,Science Fiction",Dystopia
"Corpse Party","Anime,Manga,Original Video Animation,Film,Live Action,Games,Audio Drama",,"Horror,Mystery",
"Corrector Yui","Anime,Manga",Shōjo,"Adventure,Comedy,Science Fiction","Magical Girl"
"Cosmo Warrior Zero","Anime,Games",,"Adventure,Science Fiction","Space Opera"
"Cowboy Bebop","Anime,Manga,Film,Guide Book",Shōjo,"Action,Adventure,Romance,Science Fiction","Space,Tech-noir,Crime,Western,Music,Golden Age"
"Coyote Ragtime Show","Anime,Manga",,"Action,Adventure,Comedy,Science Fiction",
"Crayon Kingdom of Dreams","Anime,Manga,Novel","Kodomo,Shōjo","Adventure,Comedy,Fantasy","Anthropomorphism,Shinigami,Angels"
"Crayon Shin-chan","Anime,Manga,Film,Games",Seinen,"Comedy,Slice of Life",
"Creamy Mami, the Magic Angel","Anime,Manga,Original Video Animation",,Fantasy,"Magical Girl,Idol,Aliens"
"Creatures Family Days","Anime,Manhua",Seinen,"Science Fiction","Family,Mutants"
"Crest of the Stars","Anime,Manga,Novel,Original Video Animation,Games",,"Science Fiction","Space Opera,Politics,War,Military"
"Croisée in a Foreign Labyrinth","Anime,Manga",,"Slice of Life",Historical
Croket!,"Anime,Manga,Games",,"Action,Adventure,Comedy,Fantasy",
"Cromartie High School","Anime,Manga,Film,Live Action",,Comedy,
"Cross Game","Anime,Manga",,"Comedy,Drama,Romance,Slice of Life,Sports",School
"Crush Gear","Anime,Manga,Film,Games",,"Action,Sports",
Cubix,"Anime,Games,Guide Book",,"Action,Comedy,Science Fiction",
"Cuticle Detective Inaba","Anime,Manga",Shōnen,"Action,Comedy,Mystery",Detective
"Cutie Honey","Anime,Manga,Original Video Animation,Film,Live Action,Games,Audio Drama",,"Action,Adventure","Magical Girl,Androids,Tragedy"
"Cyberteam in Akihabara","Anime,Film",,"Adventure,Comedy,Drama,Romance,Science Fiction",
"Cyborg 009","Anime,Manga,Original Video Animation,Film,Games,Audio Drama",,"Action,Adventure,Science Fiction",
"Cyborg Kuro-chan","Anime,Manga,Games",Shōnen,"Action,Comedy,Science Fiction","Cyborgs,Cats"
Cybuster,Anime,,"Action,Mecha,Science Fiction",
C³,"Anime,Manga,Light novel",,"Action,Comedy,Supernatural",
C³-bu,"Anime,Manga",,"Action,Comedy,Slice of Life",
D-Fragments,"Anime,Manga,Original Video Animation,Audio Drama",Seinen,"Comedy,Romance,Slice of Life",School
D.Gray-man,"Anime,Manga,Light novel,Games,Guide Book",,"Action,Fantasy",
D.N.Angel,"Anime,Manga,Novel,Games,Audio Drama",,"Drama,Fantasy,Romance",
"D4 Princess","Anime,Manga",,"Comedy,Mecha","Magical Girl,School"
DIVE!!,"Anime,Manga,Light novel,Live Action","Shōnen,Seinen","Comedy,Sports",Watersports
DNA²,"Manga,Anime,Original Video Animation",,"Romance,Comedy,Science Fiction",
"DRAMAtical Murder","Anime,Manga,Visual novel,Games,Guide Book",Shōjo,"Action,Psychological,Science Fiction",
"DT Eightron","Anime,Manga,Audio Drama",Shōnen,"Adventure,Science Fiction",Survival
"Da Capo","Anime,Manga,Visual novel,Original Video Animation,Games",,"Comedy,Fantasy,Romance",Harem
"Daa! Daa! Daa!","Anime,Manga",Shōjo,"Comedy,Romance,Science Fiction","Childcare,Aliens"
"Daddy Long Legs","Anime,Novel,Film",,"Comedy,Romance,Slice of Life",
"Dagashi Kashi","Anime,Manga,Light novel,Guide Book",,"Comedy,Slice of Life",
"Dai-Shogun - Great Revolution",Anime,,"Action,Comedy,Mecha,Science Fiction","Alternate History,Robots,Historical,Steampunk,Harem"
Daigunder,Anime,,"Action,Comedy,Mecha",
"Daitoshokan no Hitsujikai","Anime,Manga,Light novel,Visual novel,Games",,"Drama,Romance",Harem
"Dakara Boku wa, H ga Dekinai","Anime,Manga,Light novel",Shōnen,"Comedy,Romance,Supernatural","Ecchi,Shinigami,Fanservice,Harem"
"Dakaretai Otoko 1-i ni Odosarete Imasu.","Anime,Manga",Shōjo,"Comedy,Drama,Romance,Yaoi",
"Dame x Prince","Anime,Games",Shōjo,Romance,
"Dan Doh!!","Anime,Manga",Seinen,"Adventure,Sports",
"Danball Senki","Anime,Manga,Games",,"Action,Science Fiction",Hobby
"Danberu Nan-Kiro Moteru?","Anime,Manga",Shōnen,"Comedy,Sports",Exercise
"Dance in the Vampire Bund","Anime,Manga",Seinen,"Action,Romance,Supernatural","Vampires,Ecchi"
"Dance with Devils","Anime,Manga,Film",,"Romance,Supernatural","Reverse Harem"
Danchigai,"Anime,Manga",,"Comedy,Slice of Life",
Dancougar,"Anime,Manga,Novel,Original Video Animation",,Mecha,
"Danganronpa: Trigger Happy Havoc","Anime,Manga,Visual novel,Novel,Games,Guide Book",,"Action,Horror,Mystery,Psychological",
"Danna ga Nani o Itteiru ka Wakaranai Ken","Anime,Manga",Seinen,"Comedy,Romance","Yonkoma,Hikikomori,Otaku"
"Dansai Bunri no Crime Edge","Anime,Manga",,"Action,Comedy,Fantasy,Romance",
"Danshi Kōkōsei no Nichijō","Anime,Manga,Film,Live Action",,"Comedy,Slice of Life",
"Dantalian no Shoka","Anime,Manga,Light novel,Original Video Animation",,"Action,Fantasy,Mystery",
"Daphne in the Brilliant Blue","Anime,Manga,Audio Drama",,"Comedy,Science Fiction",
"Darker than Black","Anime,Manga,Original Video Animation",,"Action,Science Fiction,Supernatural","Violence,Superpower"
Darkstalkers,"Anime,Manga,Games",,Action,
"Darling in the FranXX","Anime,Manga",,"Mecha,Science Fiction",
"Dash! Yonkuro","Anime,Manga",,"Action,Sports",
"Date A Live","Anime,Manga,Light novel,Original Video Animation,Film,Games,Guide Book",Shōnen,"Comedy,Mecha,Romance,Science Fiction,Supernatural","School,Harem,Superpower"
Days,"Anime,Manga,Original Video Animation",Shōnen,"Comedy,Drama,Sports","Soccer,Tournament"
Dazzle,"Anime,Manga,Audio Drama","Shōnen,Josei","Adventure,Comedy,Drama,Romance,Fantasy","Female Protagonist,Time Travel"
"Deadman Wonderland","Anime,Manga,Light novel,Original Video Animation,Guide Book",Shōnen,"Action,Horror,Science Fiction","Gore,Thriller,Prison,Survival"
"Dear Boys","Anime,Manga,Games",,"Romance,Sports",Basketball
DearS,"Anime,Manga,Visual novel,Original Video Animation,Games",,"Comedy,Romance,Science Fiction","Harem,Aliens"
"Death March to the Parallel World Rhapsody","Anime,Manga,Light novel",,Fantasy,"Another World"
"Death Note","Anime,Manga,Light novel,Novel,Film,Live Action,TV drama,Games,Audio Drama,Guide Book",,"Mystery,Psychological,Supernatural","Shinigami,Thriller,Antihero"
"Death Parade",Anime,,"Drama,Mystery,Psychological",Thriller
"Deltora Quest",Anime,Kodomo,"Adventure,Fantasy",
"Demi-chan wa Kataritai","Anime,Manga",,"Comedy,Fantasy,Supernatural",
Demonbane,"Anime,Manga,Light novel,Original Video Animation,Visual novel,Games",,"Action,Mecha,Romance",
"Denki-Gai no Honya-san","Anime,Manga",Seinen,Comedy,
"Dennou Boukenki Webdiver",Anime,,"Mecha,Science Fiction",
"Dennou Coil","Anime,Guide Book",,"Adventure,Comedy,Drama,Mystery,Science Fiction",
"Denpa Onna to Seishun Otoko","Anime,Manga,Light novel",,"Comedy,Drama,Science Fiction",Chuunibyou
"Detective Conan","Anime,Manga,Original Video Animation,Film,Live Action,TV drama,Games",,"Comedy,Drama,Mystery","Detective,Puzzle"
"Devil Lady","Anime,Manga",Seinen,"Action,Yuri","Demons,Gender Bender"
"Devil May Cry","Anime,Manga,Novel,Games,Guide Book",,"Action,Horror",
"Devil Survivor","Anime,Manga,Light novel,Games,Audio Drama",,"Action,Supernatural",
"Devil's Line","Anime,Manga",Seinen,"Action,Drama,Romance","Demons,Vampires"
Devilman,"Anime,Manga,Novel,Original Video Animation,Film,Live Action,Games",,"Action,Horror,Supernatural",
"Devils' Line","Anime,Manga",Seinen,"Action,Drama,Romance",
"Di Gi Charat","Anime,Manga",,"Comedy,Fantasy,Romance,Science Fiction",
"Diabolik Lovers","Anime,Manga,Visual novel,Original Video Animation,Games,Audio Drama,Guide Book",,"Drama,Horror,Mystery,Romance","Harem,Vampires"
"Diamond no Ace","Anime,Manga,Guide Book",Shōnen,"Comedy,Sports","School,Baseball"
"Die Now","Anime,Manhua",,"Horror,Mystery,Science Fiction",Thriller
"Dies Irae","Anime,Manga,Visual novel,Novel,Games",,Action,"Military,Superpower,Magic"
Digimon,"Anime,Manga,Film,Games,Guide Book,Audio Drama",Kodomo,"Action,Adventure,Comedy,Drama,Science Fiction",Toys
"Dimension High School","Anime,Live Action",,Adventure,School
"Dimension W","Anime,Manga,Original Video Animation",Seinen,"Action,Comedy,Drama,Slice of Life",
"Dinosaur King","Anime,Manga,Games,Guide Book",,"Fantasy,Adventure","Prehistoric,Card Games,Time Travel"
Dinozaurs,"Anime,Original Video Animation",,"Action,Mecha","Toys,Prehistoric"
"Dirty Pair","Anime,Manga,Light novel,Novel,Original Video Animation,Film,Audio Drama",,"Comedy,Mystery,Science Fiction","Futuristic,Cyberpunk,Female Protagonist,Girls with Guns"
Discommunication,"Anime,Manga",Seinen,"Fantasy,Mystery,Romance,Supernatural",
Disgaea,"Anime,Manga,Novel,Games,Guide Book",,"Action,Adventure,Fantasy",
"Divergence Eve",Anime,,"Adventure,Comedy,Drama,Horror,Mecha,Science Fiction",
"Divine Gate","Anime,Games",,Fantasy,
"Doamaiger D",Anime,"Kodomo,Shōnen","Action,Adventure,Comedy,Mecha","Feudal Japan,Robots,Monsters"
"Dog Days","Anime,Manga,Light novel,Audio Drama,Guide Book",,"Action,Adventure,Fantasy,Romance","Another World,Heroes,Kemonomimi,Knights,Magic,Harem,Transformation"
"Doki Doki School Hours","Anime,Manga,Original Video Animation,Audio Drama",,"Comedy,Slice of Life",
"Dokkiri Doctor","Anime,Manga",,Comedy,
Dokuro-chan,"Anime,Manga,Light novel,Games",,Comedy,
"Domestic Girlfriend","Manga,Anime",Shōnen,"Drama,Romance",
"Don't Leave Me Alone, Daisy","Anime,Manga",Shōnen,"Comedy,Romance,Science Fiction",
"Donten ni Warau","Anime,Manga,Film,Live Action",,Action,
Doraemon,"Anime,Manga,Film,Games",,"Comedy,Science Fiction",
Dorei-ku,"Anime,Manga,Novel,Film,Live Action",Seinen,"Drama,Mystery,Psychological","Suspense,Thriller"
Dororo,"Anime,Manga,Novel,Film,Live Action,Games",Shōnen,Supernatural,"Historical,Samurai,Thriller,Demons"
"Dororon Enma-kun","Anime,Manga,Original Video Animation",,"Comedy,Horror,Supernatural",
Double-J,"Manga,Anime",,"Comedy,Slice of Life",
"Dr. Slump","Anime,Manga,Film",,"Comedy,Fantasy,Science Fiction","Androids,Aliens"
"Dr. Stone","Manga,Anime",Shōnen,"Action,Science Fiction","Science,Apocalypse,Survival,Prehistoric"
"Dragon Ball","Anime,Manga,Original Video Animation,Film,Live Action,Games,Guide Book",Shōnen,"Action,Adventure,Comedy,Fantasy,Science Fiction","Martial Arts,Futuristic,Androids,Aliens"
"Dragon Collection","Anime,Manga,Games,Guide Book",,"Action,Adventure,Comedy,Fantasy,Supernatural",
"Dragon Crisis!","Anime,Light novel",,"Action,Comedy,Romance",
"Dragon Drive","Anime,Manga,Games",,"Adventure,Comedy,Science Fiction",
"Dragon Quest","Anime,Manga,Film,Games,Guide Book",Shōnen,"Action,Adventure,Fantasy,Supernatural",
"Dragonar Academy","Anime,Manga,Light novel,Audio Drama",,"Action,Fantasy,Romance",
"Dragonaut -The Resonance-","Anime,Manga",,"Fantasy,Mecha,Romance",
"Dream Festival!","Anime,Manga,Games",,"Comedy,Slice of Life",Idol
"Duel Masters","Anime,Manga,Film,Games",,"Action,Adventure","Card Games"
"Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka?","Anime,Manga,Light novel,Original Video Animation,Games",Seinen,"Action,Adventure,Comedy,Romance","Gods,Dungeons,Harem"
Durarara!!,"Anime,Manga,Light novel,Games,Guide Book",,"Action,Mystery,Supernatural","Suspense,Coming of Age,Crime"
"Dusk Maiden of Amnesia","Anime,Manga,Audio Drama",,"Fantasy,Mystery,Romance,Supernatural","Ghosts,Memory Loss"
E's,"Anime,Manga,Light novel,Audio Drama",Shōnen,"Adventure,Drama,Science Fiction",
Eat-Man,"Anime,Manga",,"Action,Adventure,Science Fiction",
"Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu","Anime,Manga,Original Video Animation",,"Comedy,Romance",
"Eden of the East","Anime,Novel,Film",,"Mystery,Psychological,Romance","Memory Loss,Suspense"
"Eden's Bowy","Anime,Manga",,"Adventure,Comedy,Fantasy,Romance",
"Ef: A Tale of Memories","Anime,Manga,Light novel,Visual novel,Games,Audio Drama",Seinen,"Drama,Mystery,Romance","School,Memory Loss,Love Triangle,Ecchi"
"Egao no Daika",Anime,,"Drama,Fantasy,Slice of Life",Military
"Eien no Aselia","Anime,Visual novel,Games",,"Adventure,Drama,Fantasy",
Eiken,"Anime,Manga,Original Video Animation,Audio Drama",,Comedy,"Harem,Ecchi"
"El Cazador de la Bruja","Anime,Manga",,"Adventure,Drama,Mystery","Girls with Guns,Memory Loss"
El-Hazard,"Anime,Manga,Original Video Animation",,"Adventure,Comedy,Fantasy,Romance","Another World"
"Eldran Series","Anime,Original Video Animation,Games,Guide Book","Kodomo,Shōnen","Action,Mecha,Science Fiction","Elementary School"
"Elegant Yokai Apartment Life","Anime,Manga,Light novel,Guide Book",Shōnen,"Mystery,Slice of Life,Supernatural","Absurdist,Paranormal"
"Element Hunters","Anime,Manga",,"Adventure,Science Fiction",
"Elemental Gelade","Anime,Manga,Light novel,Games,Audio Drama",,"Action,Adventure,Fantasy,Romance",
"Elfen Lied","Anime,Manga,Original Video Animation",Seinen,"Drama,Horror,Psychological,Science Fiction","Memory Loss,Gore,Violence"
Emma,"Anime,Manga,Novel",Seinen,"Drama,Romance","Historical,Maid"
Endride,"Anime,Games",,"Adventure,Fantasy",
Endro~!,"Anime,Manga",Shōnen,"Adventure,Fantasy,Slice of Life","Heroes,Demons,School"
"Ensemble Stars!","Anime,Manga,Games",Shōjo,,"Music,Idol,School"
"Ergo Proxy","Anime,Manga",,"Mystery,Psychological,Science Fiction","Tech-noir,Androids,Post-Apocalyptic,Cyberpunk,Dystopia"
"Eromanga Sensei","Anime,Manga,Light novel",,"Comedy,Romance",
